CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*)
9,PANDO,90202,SAN PEDRO(PND),33,10,10,0,0
9,PANDO,90203,FILADELFIA,33,20,5,1,14
9,PANDO,90301,PUERTO GONZALO MORENO,33,23,23,0,0
9,PANDO,90302,SAN LORENZO(PND),33,69,64,0,5
9,PANDO,90303,SENA,33,44,12,0,32
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),33,10,5,1,4
9,PANDO,90502,VILLA NUEVA (LOMA ALTA),33,7,5,0,2
9,PANDO,90503,EUREKA (SANTOS MERCADO),33,7,7,0,0
9,PANDO,90104,BELLA FLOR,33,43,17,0,26
1,CHUQUISACA,10101,SUCRE,34,3942,2586,332,1024
1,CHUQUISACA,10102,YOTALA,34,56,28,1,27
1,CHUQUISACA,10103,POROMA,34,10,4,0,6
1,CHUQUISACA,10201,AZURDUY,34,14,7,0,7
1,CHUQUISACA,10202,TARVITA,34,14,7,0,7
1,CHUQUISACA,10301,ZUDAÑEZ,34,21,13,0,8
1,CHUQUISACA,10302,PRESTO,34,11,1,0,10
1,CHUQUISACA,10303,MOJOCOYA,34,14,10,1,3
1,CHUQUISACA,10304,ICLA,34,12,1,0,11
1,CHUQUISACA,10401,PADILLA,34,16,1,0,15
1,CHUQUISACA,10402,TOMINA,34,18,4,0,14
1,CHUQUISACA,10403,SOPACHUY,34,3,0,0,3
1,CHUQUISACA,10404,ALCALA,34,10,1,0,9
1,CHUQUISACA,10405,EL VILLAR,34,2,1,0,1
1,CHUQUISACA,10501,MONTEAGUDO,34,76,25,0,51
1,CHUQUISACA,10601,TARABUCO,34,22,12,1,9
1,CHUQUISACA,10602,YAMPARAEZ,34,30,13,0,17
1,CHUQUISACA,10701,CAMARGO,34,57,33,1,23
1,CHUQUISACA,10702,SAN LUCAS,34,71,50,6,15
1,CHUQUISACA,10703,INCAHUASI,34,21,7,0,14
1,CHUQUISACA,10704,VILLA CHARCAS,34,21,17,0,4
1,CHUQUISACA,10801,VILLA SERRANO,34,10,0,0,10
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),34,4,1,0,3
1,CHUQUISACA,10902,CULPINA,34,31,8,2,21
1,CHUQUISACA,10903,LAS CARRERAS,34,8,0,0,8
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),34,38,13,0,25
1,CHUQUISACA,11003,MACHARETI,34,4,1,0,3
2,LA PAZ,20101,LA PAZ,34,18965,16677,338,1950
2,LA PAZ,20103,MECAPACA,34,18,17,1,0
2,LA PAZ,20104,ACHOCALLA,34,45,31,2,12
2,LA PAZ,20105,EL ALTO,34,7708,6534,154,1020
2,LA PAZ,20201,ACHACACHI,34,23,16,4,3
2,LA PAZ,20202,ANCORAIMES,34,3,2,0,1
2,LA PAZ,20203,CHUA COCANI,34,2,2,0,0
2,LA PAZ,20205,SANTIAGO DE HUATA,34,1,1,0,0
2,LA PAZ,20206,HUATAJATA,34,2,2,0,0
2,LA PAZ,20301,CORO CORO,34,16,14,0,2
2,LA PAZ,20304,COMANCHE,34,2,2,0,0
2,LA PAZ,20305,CHARAÑA,34,12,12,0,0
2,LA PAZ,20306,WALDO BALLIVIAN,34,2,2,0,0
2,LA PAZ,20402,MOCOMOCO,34,2,2,0,0
2,LA PAZ,20403,PUERTO CARABUCO,34,1,1,0,0
2,LA PAZ,20405,ESCOMA,34,4,3,1,0
2,LA PAZ,20501,CHUMA,34,2,2,0,0
2,LA PAZ,20502,AYATA,34,2,2,0,0
2,LA PAZ,20601,SORATA,34,10,10,0,0
2,LA PAZ,20602,GUANAY,34,12,11,0,1
2,LA PAZ,20603,TACACOMA,34,1,1,0,0
2,LA PAZ,20606,TIPUANI,34,1,1,0,0
2,LA PAZ,20607,MAPIRI,34,2,0,1,1
2,LA PAZ,20608,TEOPONTE,34,7,1,0,6
2,LA PAZ,20701,APOLO,34,2,2,0,0
2,LA PAZ,20702,PELECHUCO,34,1,1,0,0
2,LA PAZ,20801,VIACHA,34,519,399,6,114
2,LA PAZ,20802,GUAQUI,34,2,2,0,0
2,LA PAZ,20803,TIAWANACU,34,11,11,0,0
2,LA PAZ,20804,DESAGUADERO,34,3,3,0,0
2,LA PAZ,20806,JESUS DE MACHACA,34,3,3,0,0
2,LA PAZ,20902,SAPAHAQUI,34,5,0,0,5
2,LA PAZ,20903,YACO,34,2,2,0,0
2,LA PAZ,20904,MALLA,34,6,5,0,1
2,LA PAZ,20905,CAIROMA,34,16,5,0,11
2,LA PAZ,21001,INQUISIVI,34,7,7,0,0
2,LA PAZ,21002,QUIME,34,12,10,1,1
2,LA PAZ,21003,CAJUATA,34,2,0,1,1
2,LA PAZ,21004,COLQUIRI,34,66,7,7,52
2,LA PAZ,21005,ICHOCA,34,1,0,0,1
2,LA PAZ,21006,LICOMA PAMPA,34,1,1,0,0
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),34,22,10,4,8
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),34,32,27,2,3
2,LA PAZ,21103,YANACACHI,34,9,8,0,1
2,LA PAZ,21104,PALOS BLANCOS,34,27,23,3,1
2,LA PAZ,21105,LA ASUNTA,34,10,9,1,0
2,LA PAZ,21201,PUCARANI,34,17,15,1,1
2,LA PAZ,21202,LAJA,34,39,34,3,2
2,LA PAZ,21203,BATALLAS,34,50,47,2,1
2,LA PAZ,21301,SICA SICA (VILLA AROMA),34,11,7,3,1
2,LA PAZ,21302,UMALA,34,16,3,3,10
2,LA PAZ,21304,CALAMARCA,34,7,7,0,0
2,LA PAZ,21305,PATACAMAYA,34,63,18,6,39
2,LA PAZ,21306,COLQUENCHA,34,5,5,0,0
2,LA PAZ,21307,COLLANA,34,1,1,0,0
2,LA PAZ,21401,COROICO,34,25,15,1,9
2,LA PAZ,21402,CORIPATA,34,31,11,4,16
2,LA PAZ,21502,SAN BUENA VENTURA,34,11,4,1,6
2,LA PAZ,21601,GRAL. J.J. PEREZ (CHARAZANI),34,1,1,0,0
2,LA PAZ,21701,COPACABANA,34,30,26,0,4
2,LA PAZ,21702,SAN PEDRO DE TIQUINA,34,6,6,0,0
2,LA PAZ,21802,PAPEL PAMPA,34,1,1,0,0
2,LA PAZ,21901,SANTIAGO DE MACHACA,34,3,3,0,0
2,LA PAZ,22001,CARANAVI,34,63,44,4,15
2,LA PAZ,22002,ALTO BENI,34,3,2,1,0
3,COCHABAMBA,30101,COCHABAMBA,34,6947,2580,524,3843
3,COCHABAMBA,30201,AIQUILE,34,34,1,5,28
3,COCHABAMBA,30203,OMEREQUE,34,14,0,1,13
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),34,5,4,0,1
3,COCHABAMBA,30302,MOROCHATA,34,1,1,0,0
3,COCHABAMBA,30303,COCAPATA,34,2,0,1,1
3,COCHABAMBA,30401,TARATA,34,25,2,7,16
3,COCHABAMBA,30402,ANZALDO,34,15,12,0,3
3,COCHABAMBA,30403,ARBIETO,34,16,0,4,12
3,COCHABAMBA,30501,ARANI,34,26,18,2,6
3,COCHABAMBA,30502,VACAS,34,7,4,0,3
3,COCHABAMBA,30601,ARQUE,34,4,1,2,1
3,COCHABAMBA,30701,CAPINOTA,34,91,60,6,25
3,COCHABAMBA,30702,SANTIVAÑES,34,28,2,1,25
3,COCHABAMBA,30703,SICAYA,34,8,3,0,5
3,COCHABAMBA,30801,CLIZA,34,30,13,4,13
3,COCHABAMBA,30802,TOCO,34,7,3,2,2
3,COCHABAMBA,30803,TOLATA,34,21,17,1,3
3,COCHABAMBA,30901,QUILLACOLLO,34,989,514,53,422
3,COCHABAMBA,30902,SIPE SIPE,34,208,88,10,110
3,COCHABAMBA,30903,TIQUIPAYA,34,220,107,13,100
3,COCHABAMBA,30904,VINTO,34,229,55,21,153
3,COCHABAMBA,30905,COLCAPIRHUA,34,173,80,22,71
3,COCHABAMBA,31001,SACABA,34,808,348,62,398
3,COCHABAMBA,31002,COLOMI,34,36,18,3,15
3,COCHABAMBA,31003,VILLA TUNARI,34,140,12,10,118
3,COCHABAMBA,31101,TAPACARI,34,17,8,2,7
3,COCHABAMBA,31201,TOTORA(CBBA),34,46,27,1,18
3,COCHABAMBA,31202,POJO (CBBA),34,12,9,0,3
3,COCHABAMBA,31203,POCONA,34,15,14,0,1
3,COCHABAMBA,31204,CHIMORE,34,156,13,11,132
3,COCHABAMBA,31205,PUERTO VILLARROEL,34,468,91,29,348
3,COCHABAMBA,31206,ENTRE RIOS CBBA,34,430,65,37,328
3,COCHABAMBA,31301,MIZQUE,34,72,31,3,38
3,COCHABAMBA,31302,VILA VILA,34,2,0,0,2
3,COCHABAMBA,31401,PUNATA,34,120,19,22,79
3,COCHABAMBA,31402,VILLA RIVERO,34,7,6,0,1
3,COCHABAMBA,31403,SAN BENITO,34,86,56,2,28
3,COCHABAMBA,31404,TACACHI,34,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,34,6,0,0,6
3,COCHABAMBA,31601,TIRAQUE (CBBA),34,9,1,4,4
3,COCHABAMBA,31602,SHINAOTA,34,260,93,4,163
4,ORURO,40101,ORURO,34,3822,2394,198,1230
4,ORURO,40102,CARACOLLO,34,18,7,10,1
4,ORURO,40104,SORACACHI,34,2,1,1,0
4,ORURO,40201,CHALLAPATA,34,106,100,3,3
4,ORURO,40202,SANTUARIO DE QUILLACAS,34,17,9,0,8
4,ORURO,40401,CURAHUARA DE CARANGAS,34,1,0,0,1
4,ORURO,40402,TURCO,34,3,3,0,0
4,ORURO,40501,HUACHACALLA,34,30,7,4,19
4,ORURO,40502,ESCARA,34,1,1,0,0
4,ORURO,40505,ESMERALDA,34,7,7,0,0
4,ORURO,40601,POOPO,34,18,15,1,2
4,ORURO,40603,ANTEQUERA,34,8,5,0,3
4,ORURO,40701,HUANUNI,34,483,132,25,326
4,ORURO,40702,MACHACAMARCA,34,13,9,1,3
4,ORURO,40801,SALINAS DE GARCI MENDOZA,34,9,6,0,3
4,ORURO,40802,PAMPA AULLAGAS,34,1,1,0,0
4,ORURO,40901,SABAYA,34,23,20,1,2
4,ORURO,40902,COIPASA,34,1,0,0,1
4,ORURO,41001,TOLEDO,34,5,3,2,0
4,ORURO,41101,EUCALIPTUS,34,41,14,4,23
4,ORURO,41201,ANDAMARCA,34,3,3,0,0
4,ORURO,41301,TOTORA(ORR),34,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,34,13,9,4,0
4,ORURO,41601,HUAYLLAMARCA,34,6,3,2,1
5,POTOSI,50101,POTOSI,34,2805,2526,113,166
5,POTOSI,50102,TINGUIPAYA,34,7,7,0,0
5,POTOSI,50103,YOCALLA,34,2,1,1,0
5,POTOSI,50201,UNCIA,34,231,169,0,62
5,POTOSI,50202,CHAYANTA,34,28,13,1,14
5,POTOSI,50203,LLALLAGUA,34,714,526,12,176
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,34,12,11,1,0
5,POTOSI,50301,BETANZOS,34,67,31,3,33
5,POTOSI,50302,CHAQUI,34,1,1,0,0
5,POTOSI,50303,TACOBAMBA,34,21,21,0,0
5,POTOSI,50401,COLQUECHACA,34,28,21,0,7
5,POTOSI,50402,RAVELO,34,29,20,1,8
5,POTOSI,50403,POCOATA,34,31,14,5,12
5,POTOSI,50404,OCURI,34,39,25,1,13
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,34,10,3,1,6
5,POTOSI,50502,TORO TORO,34,28,27,1,0
5,POTOSI,50601,COTAGAITA,34,9,8,1,0
5,POTOSI,50602,VITICHI,34,8,5,0,3
5,POTOSI,50701,SACACA,34,3,0,3,0
5,POTOSI,50702,CARIPUYO,34,3,3,0,0
5,POTOSI,50801,TUPIZA,34,71,64,6,1
5,POTOSI,50802,ATOCHA,34,83,63,2,18
5,POTOSI,50901,"COLCHA ""K""",34,83,46,2,35
5,POTOSI,51101,PUNA,34,45,34,2,9
5,POTOSI,51102,"CAIZA ""D""",34,55,46,1,8
5,POTOSI,51103,CKOCHAS,34,9,9,0,0
5,POTOSI,51201,UYUNI,34,75,47,14,14
5,POTOSI,51202,TOMAVE,34,15,10,0,5
5,POTOSI,51203,PORCO,34,4,4,0,0
5,POTOSI,51301,ARAMPAMPA,34,3,3,0,0
5,POTOSI,51302,ACACIO,34,4,4,0,0
5,POTOSI,51401,LLICA,34,6,6,0,0
5,POTOSI,51402,TAHUA,34,9,9,0,0
5,POTOSI,51501,VILLAZON,34,195,155,7,33
5,POTOSI,51601,SAN AGUSTIN,34,3,3,0,0
6,TARIJA,60101,TARIJA,34,4380,3673,111,596
6,TARIJA,60201,PADCAYA,34,80,37,0,43
6,TARIJA,60202,BERMEJO,34,194,131,3,60
6,TARIJA,60301,YACUIBA,34,1209,1059,32,118
6,TARIJA,60302,CARAPARI,34,155,44,1,110
6,TARIJA,60303,VILLA MONTES,34,318,166,8,144
6,TARIJA,60401,URIONDO (A. CONCEPCION),34,127,76,1,50
6,TARIJA,60402,YUNCHARA,34,7,0,0,7
6,TARIJA,60501,SAN LORENZO(TJA),34,288,143,4,141
6,TARIJA,60502,EL PUENTE(TJA),34,60,33,2,25
6,TARIJA,60601,ENTRE RIOS TRJ,34,87,51,2,34
7,SANTA CRUZ,70101,SANTA CRUZ,34,25732,2976,1303,21453
7,SANTA CRUZ,70102,COTOCA,34,1148,1036,14,98
7,SANTA CRUZ,70103,PORONGO,34,184,117,1,66
7,SANTA CRUZ,70104,LA GUARDIA,34,1314,315,7,992
7,SANTA CRUZ,70105,EL TORNO,34,947,669,31,247
7,SANTA CRUZ,70201,WARNES,34,797,492,10,295
7,SANTA CRUZ,70202,OKINAWA UNO,34,121,50,5,66
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,34,316,270,22,24
7,SANTA CRUZ,70401,BUENA VISTA,34,106,99,0,7
7,SANTA CRUZ,70402,SAN CARLOS,34,273,257,0,16
7,SANTA CRUZ,70403,YAPACANI,34,708,692,0,16
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,34,153,153,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,34,239,220,18,1
7,SANTA CRUZ,70502,PAILON,34,385,356,9,20
7,SANTA CRUZ,70503,ROBORÉ,34,251,239,7,5
7,SANTA CRUZ,70601,PORTACHUELO,34,260,249,4,7
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,34,177,169,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,34,140,117,8,15
7,SANTA CRUZ,70701,LAGUNILLAS,34,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,34,53,49,1,3
7,SANTA CRUZ,70706,CAMIRI,34,343,314,3,26
7,SANTA CRUZ,70801,VALLE GRANDE,34,77,25,5,47
7,SANTA CRUZ,70802,TRIGAL,34,11,0,0,11
7,SANTA CRUZ,70803,MORO MORO,34,30,8,1,21
7,SANTA CRUZ,70901,SAMAIPATA,34,33,29,1,3
7,SANTA CRUZ,70902,PAMPA GRANDE,34,55,46,1,8
7,SANTA CRUZ,70903,MAIRANA,34,99,55,2,42
7,SANTA CRUZ,71001,MONTERO,34,2915,2050,103,762
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,34,72,44,2,26
7,SANTA CRUZ,71003,MINEROS,34,135,64,5,66
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,34,199,136,1,62
7,SANTA CRUZ,71005,SAN PEDRO,34,368,313,1,54
7,SANTA CRUZ,71101,CONCEPCIÓN,34,261,250,4,7
7,SANTA CRUZ,71102,SAN JAVIER,34,81,57,3,21
7,SANTA CRUZ,71104,SAN JULIÁN,34,230,199,8,23
7,SANTA CRUZ,71106,CUATRO CAÑADAS,34,150,119,7,24
7,SANTA CRUZ,71401,PUERTO SUAREZ,34,78,77,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,34,228,227,0,1
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,34,38,37,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),34,51,43,1,7
7,SANTA CRUZ,71301,COMARAPA,34,74,64,0,10
7,SANTA CRUZ,70702,CHARAGUA,34,10,9,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,34,11,4,1,6
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,34,78,42,8,28
7,SANTA CRUZ,71201,SAN MATIAS,34,38,25,0,13
7,SANTA CRUZ,71502,URUBICHA,34,37,21,2,14
7,SANTA CRUZ,70707,BOYUIBE,34,16,16,0,0
7,SANTA CRUZ,70705,GUTIERREZ,34,13,12,1,0
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,34,29,29,0,0
7,SANTA CRUZ,71302,SAIPINA,34,23,21,0,2
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,34,23,19,1,3
7,SANTA CRUZ,70303,SAN RAFAEL,34,30,30,0,0
7,SANTA CRUZ,71103,SAN RAMON,34,142,129,0,13
8,BENI,80101,TRINIDAD,34,3797,3212,203,382
8,BENI,80102,SAN JAVIER(BNI),34,13,13,0,0
8,BENI,80201,RIBERALTA,34,679,567,63,49
8,BENI,80202,GUAYARAMERIN,34,468,429,29,10
8,BENI,80301,REYES,34,64,61,3,0
8,BENI,80302,SAN BORJA,34,265,239,6,20
8,BENI,80303,SANTA ROSA,34,34,32,0,2
8,BENI,80304,RURRENABAQUE,34,255,236,3,16
8,BENI,80401,SANTA ANA,34,257,142,6,109
8,BENI,80402,EXALTACION,34,8,0,0,8
8,BENI,80501,SAN IGNACIO,34,94,33,4,57
8,BENI,80601,LORETO,34,54,53,1,0
8,BENI,80602,SAN ANDRES,34,98,98,0,0
8,BENI,80701,SAN JOAQUIN,34,138,7,6,125
8,BENI,80702,SAN RAMON BENI,34,96,2,3,91
8,BENI,80703,PUERTO SILES,34,2,2,0,0
9,PANDO,90101,COBIJA,34,1713,1400,141,172
9,PANDO,90102,PORVENIR,34,37,36,1,0
9,PANDO,90103,BOLPEBRA,34,44,7,0,37
9,PANDO,90201,PUERTO RICO,34,142,131,1,10
9,PANDO,90202,SAN PEDRO(PND),34,11,11,0,0
9,PANDO,90203,FILADELFIA,34,22,7,1,14
9,PANDO,90301,PUERTO GONZALO MORENO,34,49,49,0,0
9,PANDO,90302,SAN LORENZO(PND),34,85,80,0,5
9,PANDO,90303,SENA,34,50,18,0,32
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),34,13,8,1,4
9,PANDO,90502,VILLA NUEVA (LOMA ALTA),34,8,2,0,6
9,PANDO,90503,EUREKA (SANTOS MERCADO),34,7,7,0,0
9,PANDO,90104,BELLA FLOR,34,49,23,0,26
